-1.8 -0.0024582292 0.00017103148
-1.6 -0.0035731243 0.0002903015
-1.4 -0.0052304811 0.00052478769
-1.2 -0.0082269688 0.0010971134
-1 -0.012761262 0.0027523124
-0.8 -0.020959389 0.010336632
-0.6 0.013419622 0.19066944
-0.4 0.13594866 0.16587339
-0.2 0.16215887 0.020170006
0 0.15974017 0.010601776
0.2 0.16329887 0.019437196
0.4 0.1872951 0.14071087
0.6 -0.053777669 0.12424752
0.8 -0.022149779 0.010567307
1 -0.012720812 0.0028117573
1.2 -0.008071108800000001 0.0010913514
1.4 -0.0052866129 0.00053787626
1.6 -0.0035382384 0.0002872865
1.8 -0.002484087 0.00017306359
2 -0.0017698431 0.00011126016
