0.001953125 0.0006967786 9.573326e-06
0.00390625 0.0013924744 1.844872733333333e-05
0.0078125 0.002775538266666667 3.716557333333333e-05
0.015625 0.005540196933333334 7.609410666666666e-05
0.03125 0.01101789333333333 0.0001472635866666667
0.0625 0.02171610933333333 0.0002971599866666667
0.125 0.042341892 0.002139719066666667
0.25 0.07802407333333333 0.006977378666666667
0.5 0.1408667933333333 0.02118308866666667
1 0.2313414933333333 0.046091002
2 0.35375184 0.07728892666666666
4 0.48740124 0.10692586
8 0.5610404466666666 0.13998934
16 0.6647379933333334 0.16106218
32 0.7073404 0.16857336
64 0.7594543333333333 0.18235532
128 0.7735650000000001 0.1961922666666667
256 0.7928008666666666 0.19880894
512 0.7963561333333334 0.21035464
1024 0.902704 0.2067838533333334
