    3.8146973000e-06	    1.0264029046e-18
    1.5258789000e-05	    2.7261229434e-18
    6.1035156000e-05	    3.2487353289e-17
    2.4414062000e-04	    5.1580192383e-16
    9.7656250000e-04	    8.2268349318e-15
    3.9062500000e-03	    1.3149506275e-13
    1.5625000000e-02	    2.0920624486e-12
    6.2500000000e-02	    3.2322822885e-11
    2.5000000000e-01	    4.2525689399e-10
    1.0000000000e+00	    4.1918360092e-09
    4.0000000000e+00	    2.3527715429e-08
    1.6000000000e+01	    7.7086600342e-08
    6.4000000000e+01	    1.6244188950e-07
    2.5600000000e+02	    2.5459373399e-07
    1.0240000000e+03	    3.1900525690e-07
    4.0960000000e+03	    3.6014942120e-07
    1.6384000000e+04	    3.8229074051e-07
    6.5536000000e+04	    3.9117441724e-07
    2.6214400000e+05	    3.9808100105e-07
    1.0485760000e+06	    3.9941070227e-07
