    3.8146973000e-06	    1.9050284000e-19
    1.5258789000e-05	    2.2527679000e-18
    6.1035156000e-05	    3.6096619000e-17
    2.4414062000e-04	    6.0029194000e-16
    9.7656250000e-04	    9.5742100000e-15
    3.9062500000e-03	    1.5132108000e-13
    1.5625000000e-02	    2.4765347000e-12
    6.2500000000e-02	    3.7609610000e-11
    2.5000000000e-01	    4.5202163000e-10
    1.0000000000e+00	    3.9955879000e-09
    4.0000000000e+00	    1.8921903000e-08
    1.6000000000e+01	    5.4837623000e-08
    6.4000000000e+01	    1.0476612000e-07
    2.5600000000e+02	    1.5676626000e-07
    1.0240000000e+03	    1.9255824000e-07
    4.0960000000e+03	    2.1484858000e-07
    1.6384000000e+04	    2.2465004000e-07
    6.5536000000e+04	    2.3312427000e-07
    2.6214400000e+05	    2.3366523000e-07
    1.0485760000e+06	    2.3562364000e-07
