# Data for Scalar_TM code: First function
# Col #1 chi 
# Col #2 Number of points per loop 
# Col #3 Total Number of trajectories 
# Col #4 Analytical efficiency 
# Col #5 Numerical efficiency 
# Col #6 Numerical efficiency error 

 0.25600000E+003	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.31872695E-003	 0.12311835E-005
 0.25600000E+003	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.40203831E-004	 0.15676626E-006
 0.10240000E+004	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.26055998E-001	 0.99155726E-004
 0.10240000E+004	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.32334726E-002	 0.12273854E-004
 0.10240000E+004	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.40464786E-003	 0.15530453E-005
 0.10240000E+004	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.50375291E-004	 0.19255824E-006
 0.40960000E+004	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.29107215E-001	 0.10980726E-003
 0.40960000E+004	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.36251437E-002	 0.13493012E-004
 0.40960000E+004	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.45352016E-003	 0.17073950E-005
 0.40960000E+004	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.56872517E-004	 0.21484858E-006
 0.16384000E+005	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.30712552E-001	 0.11477476E-003
 0.16384000E+005	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.38342020E-002	 0.14512908E-004
 0.16384000E+005	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.47879241E-003	 0.17656389E-005
 0.16384000E+005	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.60368934E-004	 0.22465004E-006
 0.65536000E+005	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.31596160E-001	 0.11862163E-003
 0.65536000E+005	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.39623252E-002	 0.14939286E-004
 0.65536000E+005	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.49705683E-003	 0.18623305E-005
 0.65536000E+005	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.61771788E-004	 0.23312427E-006
 0.26214400E+006	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.31997617E-001	 0.11899152E-003
 0.26214400E+006	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.40173211E-002	 0.15178664E-004
 0.26214400E+006	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.50019823E-003	 0.18451889E-005
 0.26214400E+006	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.62862432E-004	 0.23366523E-006
 0.10485760E+007	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.32080632E-001	 0.11928365E-003
 0.10485760E+007	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.40553274E-002	 0.15176624E-004
 0.10485760E+007	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.50741253E-003	 0.19108510E-005
 0.10485760E+007	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.63072410E-004	 0.23562364E-006
