# Data for Scalar_TM code: First function
# Col #1 chi 
# Col #2 Number of points per loop 
# Col #3 Total Number of trajectories 
# Col #4 Analytical efficiency 
# Col #5 Numerical efficiency 
# Col #6 Numerical efficiency error 

 0.38146973E-005	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.10234883E-013	 0.75719625E-016
 0.38146973E-005	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.13619937E-014	 0.95674824E-017
 0.38146973E-005	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.28096463E-015	 0.11186577E-017
 0.38146973E-005	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.16208305E-015	 0.19050284E-018
 0.15258789E-004	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.16307747E-012	 0.12235403E-014
 0.15258789E-004	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.20370664E-013	 0.15173575E-015
 0.15258789E-004	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.26037433E-014	 0.18580796E-016
 0.15258789E-004	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.43049208E-015	 0.22527679E-017
 0.61035156E-004	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.26240820E-011	 0.19489007E-013
 0.61035156E-004	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.32857971E-012	 0.24327685E-014
 0.61035156E-004	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.40933778E-013	 0.30223439E-015
 0.61035156E-004	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.51301972E-014	 0.36096619E-016
 0.24414062E-003	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.41349846E-010	 0.29772928E-012
 0.24414062E-003	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.51948841E-011	 0.38753201E-013
 0.24414062E-003	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.64586928E-012	 0.45836725E-014
 0.24414062E-003	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.81452175E-013	 0.60029194E-015
 0.97656250E-003	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.67284086E-009	 0.49586738E-011
 0.97656250E-003	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.81923010E-010	 0.57781332E-012
 0.97656250E-003	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.10416706E-010	 0.76742826E-013
 0.97656250E-003	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.12991297E-011	 0.95742100E-014
 0.39062500E-002	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.10678453E-007	 0.81448767E-010
 0.39062500E-002	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.13394225E-008	 0.98009414E-011
 0.39062500E-002	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.16648275E-009	 0.12380542E-011
 0.39062500E-002	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.20764868E-010	 0.15132108E-012
 0.15625000E-001	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.16722417E-006	 0.12280942E-008
 0.15625000E-001	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.21074778E-007	 0.15518950E-009
 0.15625000E-001	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.26455170E-008	 0.19312312E-010
 0.15625000E-001	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.33036526E-009	 0.24765347E-011
 0.62500000E-001	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.25633292E-005	 0.18444342E-007
 0.62500000E-001	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.31973452E-006	 0.22994057E-008
 0.62500000E-001	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.40153509E-007	 0.29422416E-009
 0.62500000E-001	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.51042156E-008	 0.37609610E-010
 0.25000000E+000	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.34101668E-004	 0.23148224E-006
 0.25000000E+000	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.42853884E-005	 0.29506941E-007
 0.25000000E+000	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.54271533E-006	 0.37689926E-008
 0.25000000E+000	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.67153877E-007	 0.45202163E-009
 0.10000000E+001	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.33865009E-003	 0.21046827E-005
 0.10000000E+001	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.42441963E-004	 0.26900550E-006
 0.10000000E+001	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.52946277E-005	 0.32219030E-007
 0.10000000E+001	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.66194821E-006	 0.39955879E-008
 0.40000000E+001	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.19171633E-002	 0.97536395E-005
 0.40000000E+001	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.23893824E-003	 0.12254970E-005
 0.40000000E+001	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.29961244E-004	 0.15772253E-006
 0.40000000E+001	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.37153479E-005	 0.18921903E-007
 0.16000000E+002	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.62658019E-002	 0.28107916E-004
 0.16000000E+002	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.78292974E-003	 0.35776714E-005
 0.16000000E+002	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.97440589E-004	 0.43569772E-006
 0.16000000E+002	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.12173028E-004	 0.54837623E-007
 0.64000000E+002	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.13181016E-001	 0.54055071E-004
 0.64000000E+002	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.16545052E-002	 0.68955509E-005
 0.64000000E+002	 0.20000000E+001	 0.10000000E+003	 0.10000000E+006	-0.20799654E-003	 0.85965968E-006
 0.64000000E+002	 0.40000000E+001	 0.10000000E+003	 0.10000000E+006	-0.25651795E-004	 0.10476612E-006
 0.25600000E+003	 0.50000000E+000	 0.10000000E+003	 0.10000000E+006	-0.20514058E-001	 0.80558111E-004
 0.25600000E+003	 0.10000000E+001	 0.10000000E+003	 0.10000000E+006	-0.25600477E-002	 0.99461935E-005
