    1.9531250000e-03	    1.5961628932e-11
    3.9062500000e-03	    6.2812835712e-11
    7.8125000000e-03	    2.4929369750e-10
    1.5625000000e-02	    9.9622101088e-10
    3.1250000000e-02	    3.9418905884e-09
    6.2500000000e-02	    1.5432340764e-08
    1.2500000000e-01	    5.9214521680e-08
    2.5000000000e-01	    2.1857849781e-07
    5.0000000000e-01	    7.5585744054e-07
    1.0000000000e+00	    2.3643305811e-06
    2.0000000000e+00	    6.4513371610e-06
    4.0000000000e+00	    1.5024675636e-05
    8.0000000000e+00	    2.9841615895e-05
    1.6000000000e+01	    5.1329696385e-05
    3.2000000000e+01	    7.8180841381e-05
    6.4000000000e+01	    1.0778035433e-04
    1.2800000000e+02	    1.3705532314e-04
    2.5600000000e+02	    1.6308459085e-04
    5.1200000000e+02	    1.8465449621e-04
    1.0240000000e+03	    2.0057707680e-04
