    1.6487212707e+00	    6.2148626767e+00
    2.7182818285e+00	    3.3179699195e+00
    4.4816890703e+00	    1.7713865872e+00
    7.3890560989e+00	    9.4570189530e-01
    1.2182493961e+01	    5.0488813747e-01
    2.0085536923e+01	    2.6954797556e-01
    3.3115451959e+01	    1.4390536385e-01
    5.4598150033e+01	    7.6827710178e-02
    9.0017131301e+01	    4.1016518726e-02
    1.4841315910e+02	    2.1897760645e-02
    2.4469193226e+02	    1.1690702580e-02
    4.0342879349e+02	    6.2413928539e-03
    6.6514163304e+02	    3.3321337610e-03
    1.0966331584e+03	    1.7789483312e-03
    1.8080424145e+03	    9.4973893363e-04
    2.9809579870e+03	    5.0704341788e-04
    4.9147688403e+03	    2.7069862939e-04
    8.1030839276e+03	    1.4451967104e-04
    1.3359726830e+04	    7.7155674426e-05
    2.2026465795e+04	    4.1191611173e-05
    3.6315502674e+04	    2.1991238410e-05
    5.9874141715e+04	    1.1740608173e-05
    9.8715771011e+04	    6.2680362838e-06
    1.6275479142e+05	    3.3463580655e-06
