1.00000000E-006 2.48638106E-008 1.17674061E-010
2.03091762E-006 5.04962394E-008 2.38985843E-010
4.12462638E-006 1.02553242E-007 4.85358574E-010
8.37677640E-006 2.08275286E-007 9.85715087E-010
1.70125428E-005 4.22982111E-007 2.00187235E-009
3.45510729E-005 8.59009502E-007 4.06549845E-009
7.01703829E-005 1.74444423E-006 8.25611761E-009
1.42510267E-004 3.54227281E-006 1.67651241E-008
2.89426612E-004 7.19179761E-006 3.40388114E-008
5.87801607E-004 1.45966058E-005 6.90897309E-008
1.19377664E-003 2.96060225E-005 1.40149584E-007
2.42446202E-003 5.99691189E-005 2.83949517E-007
4.92388263E-003 1.21143249E-004 5.73877119E-007
1.00000000E-002 2.43385571E-004 1.15406935E-006
2.03091762E-002 4.83633225E-004 2.29770872E-006
4.12462638E-002 9.40256009E-004 4.48446540E-006
8.37677640E-002 1.75186939E-003 8.41968092E-006
1.70125428E-001 3.01452800E-003 1.47033908E-005
3.45510729E-001 4.51761382E-003 2.26388716E-005
7.01703829E-001 5.47137360E-003 2.87062539E-005
1.42510267E+000 5.02815956E-003 2.82844370E-005
2.89426612E+000 3.45694379E-003 2.13266606E-005
5.87801607E+000 1.85478487E-003 1.27232349E-005
1.19377664E+001 8.32305310E-004 6.35211095E-006
2.42446202E+001 3.33179690E-004 2.79640328E-006
4.92388263E+001 1.24680334E-004 1.12830947E-006
1.00000000E+002 4.49282632E-005 4.28756975E-007
2.03091762E+002 1.58632388E-005 1.56574879E-007
4.12462638E+002 5.54142879E-006 5.57780320E-008
8.37677640E+002 1.92517616E-006 1.95857371E-008
1.70125428E+003 6.66988060E-007 6.82330176E-009
3.45510729E+003 2.30763081E-007 2.36735049E-009
7.01703829E+003 7.97843019E-008 8.19639880E-010
1.42510267E+004 2.75753951E-008 2.83484707E-010
2.89426612E+004 9.52913795E-009 9.79965699E-011
5.87801607E+004 3.29268203E-009 3.38673124E-011
1.19377664E+005 1.13770166E-009 1.17029579E-011
2.42446202E+005 3.93095733E-010 4.04374227E-012
4.92388263E+005 1.35820087E-010 1.39719799E-012
1.00000000E+006 4.69275174E-011 4.82753982E-013
