    1.6000000000e+01	    1.9506379464e-01
    3.2000000000e+01	    9.3149281636e-02
    6.4000000000e+01	    4.4481799840e-02
    1.2800000000e+02	    2.1241500549e-02
    2.5600000000e+02	    1.0143504696e-02
    5.1200000000e+02	    4.8438521225e-03
    1.0240000000e+03	    2.3130963200e-03
    2.0480000000e+03	    1.1045784327e-03
    4.0960000000e+03	    5.2747198785e-04
    8.1920000000e+03	    2.5188496328e-04
    1.6384000000e+04	    1.2028323056e-04
    3.2768000000e+04	    5.7439139539e-05
    6.5536000000e+04	    2.7429050048e-05
