    1.0000000000e+01	    6.8367830000e-01	    1.0152713400e-04
    1.4000000000e+01	    6.1529464000e-01	    1.1694257000e-04
    2.0000000000e+01	    5.4463344000e-01	    1.3249735000e-04
    2.8000000000e+01	    4.8119138000e-01	    1.4617725200e-04
    4.0000000000e+01	    4.1889710000e-01	    1.5955180400e-04
    5.6000000000e+01	    3.6524406000e-01	    1.7089109000e-04
    8.0000000000e+01	    3.1433230000e-01	    1.8151577800e-04
    1.1200000000e+02	    2.7169028000e-01	    1.9028700000e-04
    1.6000000000e+02	    2.3182964000e-01	    1.9865679800e-04
    2.2600000000e+02	    1.9828006000e-01	    2.0531394000e-04
    3.2000000000e+02	    1.6900798000e-01	    2.1141636000e-04
    4.5200000000e+02	    1.4388662000e-01	    2.1642058000e-04
    6.4000000000e+02	    1.2177076000e-01	    2.2098694000e-04
    9.0400000000e+02	    1.0361630000e-01	    2.2461552000e-04
    1.2800000000e+03	    8.7624460000e-02	    2.2781332000e-04
    1.8100000000e+03	    7.3916000000e-02	    2.3071054000e-04
    2.5600000000e+03	    6.2628460000e-02	    2.3284436000e-04
    3.6200000000e+03	    5.2635360000e-02	    2.3488480000e-04
    5.1200000000e+03	    4.4252500000e-02	    2.3667792000e-04
    7.2400000000e+03	    3.7440660000e-02	    2.3791098000e-04
    1.0240000000e+04	    3.1901980000e-02	    2.3898308000e-04
    1.4480000000e+04	    2.6211560000e-02	    2.4038400000e-04
    2.0480000000e+04	    2.2442840000e-02	    2.4085570000e-04
    2.8962000000e+04	    1.8718820000e-02	    2.4178706000e-04
    4.0960000000e+04	    1.6119420000e-02	    2.4221434000e-04
    5.7926000000e+04	    1.3625240000e-02	    2.4264836000e-04
    8.1920000000e+04	    1.1001160000e-02	    2.4318140000e-04
    1.1585200000e+05	    9.9701200000e-03	    2.4336072000e-04
