#Nperloop            	Grad_step           	Flag                	Surf_distance       	Time_eval           	Time_taken          	Anlt                	num_avg             	num_std             
     3.20000000E+002	     1.56250000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.89770700E+000	     4.41455329E-001	     8.71298268E+001	     1.04465522E+002
     3.20000000E+002	     1.56250000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.55127700E+000	     4.41455329E-001	    -1.53049409E+002	     2.38168561E+002
     3.20000000E+002	     1.56250000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.15970600E+000	     4.41455329E-001	    -1.22418015E+002	     1.85834381E+002
     3.20000000E+002	     1.56250000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.23330000E-001	     4.41455329E-001	    -8.17453249E+002	     1.82070761E+002
     6.40000000E+002	     0.00000000E+000	     1.00000000E+000	     1.00000000E+000	     2.00000000E+000	     7.19273800E+000	     4.41455329E-001	     1.11469742E+002	     1.54133327E+002
     6.40000000E+002	     0.00000000E+000	     2.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.49101700E+000	     4.41455329E-001	    -3.95579033E+001	     1.38133398E+001
     6.40000000E+002	     5.00000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     7.78627600E+000	     4.41455329E-001	     6.23605766E-001	     1.64987528E-001
     6.40000000E+002	     5.00000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.93672200E+000	     4.41455329E-001	    -3.95927716E-001	     2.39121712E-001
     6.40000000E+002	     5.00000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.24170500E+000	     4.41455329E-001	     7.37884340E-001	     2.93086328E-001
     6.40000000E+002	     5.00000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.29167500E+000	     4.41455329E-001	    -1.83531823E+000	     5.38467362E-001
     6.40000000E+002	     2.50000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     7.62032000E+000	     4.41455329E-001	     1.49503985E+000	     5.85757883E-001
     6.40000000E+002	     2.50000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.86678100E+000	     4.41455329E-001	    -1.44581709E+000	     1.02060760E+000
     6.40000000E+002	     2.50000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.22580100E+000	     4.41455329E-001	    -2.18318547E+000	     1.19684021E+000
     6.40000000E+002	     2.50000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.26036400E+000	     4.41455329E-001	    -6.24399692E+000	     1.80556628E+000
     6.40000000E+002	     1.25000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     7.55834200E+000	     4.41455329E-001	     5.77635831E+000	     2.12431810E+000
     6.40000000E+002	     1.25000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.81918400E+000	     4.41455329E-001	    -6.76191252E+000	     4.23378321E+000
     6.40000000E+002	     1.25000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.21729900E+000	     4.41455329E-001	     2.82924797E-001	     4.19970020E+000
     6.40000000E+002	     1.25000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.27981700E+000	     4.41455329E-001	    -1.13362128E+001	     1.49046355E+001
     6.40000000E+002	     6.25000000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     7.52719400E+000	     4.41455329E-001	    -3.30893575E+000	     9.24365700E+000
     6.40000000E+002	     6.25000000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.86995000E+000	     4.41455329E-001	     2.27228370E+000	     3.33926274E+001
     6.40000000E+002	     6.25000000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.19121800E+000	     4.41455329E-001	     1.24950688E+000	     1.62926917E+001
     6.40000000E+002	     6.25000000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.22994700E+000	     4.41455329E-001	    -1.45697075E+002	     1.83398362E+001
     6.40000000E+002	     3.12500000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     7.50791100E+000	     4.41455329E-001	     3.43032186E+001	     3.35130874E+001
     6.40000000E+002	     3.12500000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.73210800E+000	     4.41455329E-001	     1.33725734E+001	     9.26424062E+001
     6.40000000E+002	     3.12500000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.19523600E+000	     4.41455329E-001	     9.08681051E+000	     5.69654807E+001
     6.40000000E+002	     3.12500000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.22890300E+000	     4.41455329E-001	     1.07402741E+004	     1.09270267E+004
     6.40000000E+002	     1.56250000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     7.57926100E+000	     4.41455329E-001	    -1.51470249E+001	     1.25763985E+002
     6.40000000E+002	     1.56250000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.81374900E+000	     4.41455329E-001	    -9.95144869E+001	     5.93528964E+002
     6.40000000E+002	     1.56250000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.22710900E+000	     4.41455329E-001	     6.87123419E+001	     2.40909100E+002
     6.40000000E+002	     1.56250000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.22404300E+000	     4.41455329E-001	    -9.56548440E+002	     3.32890848E+002
     1.28000000E+003	     0.00000000E+000	     1.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.37682380E+001	     4.41455329E-001	    -1.35402285E+003	     9.39241764E+002
     1.28000000E+003	     0.00000000E+000	     2.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.88575000E+000	     4.41455329E-001	     6.31676554E+001	     1.07905615E+002
     1.28000000E+003	     5.00000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.51998530E+001	     4.41455329E-001	     4.84504154E-001	     1.96628438E-001
     1.28000000E+003	     5.00000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.36197150E+001	     4.41455329E-001	     1.14047383E+000	     1.38784197E+000
     1.28000000E+003	     5.00000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     4.23543000E+000	     4.41455329E-001	     1.99712120E-001	     3.35124781E-001
     1.28000000E+003	     5.00000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.52328400E+000	     4.41455329E-001	    -1.13558496E+000	     1.26469934E+000
     1.28000000E+003	     2.50000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.48979950E+001	     4.41455329E-001	     1.33483828E+000	     7.25806001E-001
     1.28000000E+003	     2.50000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.34170000E+001	     4.41455329E-001	    -1.50403300E+000	     2.41687624E+000
     1.28000000E+003	     2.50000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     4.18066800E+000	     4.41455329E-001	    -1.83955807E-001	     1.26098972E+000
     1.28000000E+003	     2.50000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.49202800E+000	     4.41455329E-001	     2.58096773E+000	     1.21430141E+001
     1.28000000E+003	     1.25000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.48449030E+001	     4.41455329E-001	     1.60777707E-001	     2.80917938E+000
     1.28000000E+003	     1.25000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.33997670E+001	     4.41455329E-001	    -4.17571559E+000	     7.15124249E+000
     1.28000000E+003	     1.25000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     4.21334200E+000	     4.41455329E-001	     1.74447167E-001	     4.69301246E+000
     1.28000000E+003	     1.25000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.47428000E+000	     4.41455329E-001	     4.81593012E+000	     3.62895613E+001
     1.28000000E+003	     6.25000000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.47725240E+001	     4.41455329E-001	    -1.95433369E+000	     1.17127468E+001
     1.28000000E+003	     6.25000000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.33932340E+001	     4.41455329E-001	    -1.48626637E+001	     2.66744582E+001
     1.28000000E+003	     6.25000000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     4.16254600E+000	     4.41455329E-001	    -2.33707910E+001	     2.07273393E+001
     1.28000000E+003	     6.25000000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.47076100E+000	     4.41455329E-001	    -1.73894617E+002	     2.64418629E+001
     1.28000000E+003	     3.12500000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.46939780E+001	     4.41455329E-001	     4.78724963E+001	     4.25636479E+001
     1.28000000E+003	     3.12500000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.34171250E+001	     4.41455329E-001	    -2.54200424E+001	     1.59213066E+002
     1.28000000E+003	     3.12500000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     4.12611500E+000	     4.41455329E-001	    -1.24854294E+002	     7.44281209E+001
     1.28000000E+003	     3.12500000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.40142100E+000	     4.41455329E-001	    -3.19891571E+002	     2.22357608E+002
     1.28000000E+003	     1.56250000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.46969560E+001	     4.41455329E-001	     1.60750174E+002	     1.62725181E+002
     1.28000000E+003	     1.56250000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.36758070E+001	     4.41455329E-001	    -1.17903313E+003	     2.58199980E+002
     1.28000000E+003	     1.56250000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     4.25169700E+000	     4.41455329E-001	     4.71905545E+001	     3.28754190E+002
     1.28000000E+003	     1.56250000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.39932600E+000	     4.41455329E-001	    -1.34909233E+003	     3.35959859E+002
