#Nperloop            	Grad_step           	Flag                	Surf_distance       	Time_eval           	Time_taken          	Anlt                	num_avg             	num_std             
     1.00000000E+001	     1.56250000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.77960000E-002	     4.41455329E-001	    -3.71054498E-001	     2.13036746E+001
     2.00000000E+001	     0.00000000E+000	     1.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.41468000E-001	     4.41455329E-001	    -4.18190729E-003	     2.70390164E-001
     2.00000000E+001	     0.00000000E+000	     2.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.27398000E-001	     4.41455329E-001	     3.58434574E-001	     2.09158395E-001
     2.00000000E+001	     5.00000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.40576000E-001	     4.41455329E-001	     2.97157753E-001	     5.55807649E-002
     2.00000000E+001	     5.00000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.59273000E-001	     4.41455329E-001	     3.80307453E-001	     5.88161089E-002
     2.00000000E+001	     5.00000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.55709000E-001	     4.41455329E-001	     4.22379218E-001	     1.10661057E-001
     2.00000000E+001	     5.00000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.59630000E-002	     4.41455329E-001	     1.11498547E-001	     1.42510009E-001
     2.00000000E+001	     2.50000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.36982000E-001	     4.41455329E-001	     2.36935732E-001	     1.82564749E-001
     2.00000000E+001	     2.50000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.59037000E-001	     4.41455329E-001	     4.91281967E-001	     1.88359876E-001
     2.00000000E+001	     2.50000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.55980000E-001	     4.41455329E-001	     1.32394143E-001	     3.89444502E-001
     2.00000000E+001	     2.50000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.54790000E-002	     4.41455329E-001	    -1.25176547E-001	     4.39916785E-001
     2.00000000E+001	     1.25000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.36591000E-001	     4.41455329E-001	     1.26643393E-001	     5.80543461E-001
     2.00000000E+001	     1.25000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.62258000E-001	     4.41455329E-001	     3.66095473E-001	     5.94273482E-001
     2.00000000E+001	     1.25000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.55542000E-001	     4.41455329E-001	     1.06742235E+000	     1.28985373E+000
     2.00000000E+001	     1.25000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.54480000E-002	     4.41455329E-001	    -2.40452180E-001	     1.52081188E+000
     2.00000000E+001	     6.25000000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.36251000E-001	     4.41455329E-001	     3.66081195E+000	     2.19438403E+000
     2.00000000E+001	     6.25000000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.58739000E-001	     4.41455329E-001	    -2.20501152E-001	     2.30719072E+000
     2.00000000E+001	     6.25000000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.55416000E-001	     4.41455329E-001	    -4.27485170E-001	     4.06659114E+000
     2.00000000E+001	     6.25000000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.53390000E-002	     4.41455329E-001	     2.52250761E-001	     4.29714488E+000
     2.00000000E+001	     3.12500000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.36583000E-001	     4.41455329E-001	     5.12508235E+000	     7.77966166E+000
     2.00000000E+001	     3.12500000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.59056000E-001	     4.41455329E-001	    -8.60645344E-001	     8.49397336E+000
     2.00000000E+001	     3.12500000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.55561000E-001	     4.41455329E-001	    -1.09231905E+001	     1.35997418E+001
     2.00000000E+001	     3.12500000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.54410000E-002	     4.41455329E-001	    -1.25532808E+001	     1.18623094E+001
     2.00000000E+001	     1.56250000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.36908000E-001	     4.41455329E-001	     1.34977637E+001	     2.64317743E+001
     2.00000000E+001	     1.56250000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.58504000E-001	     4.41455329E-001	     1.52063351E+001	     2.70172979E+001
     2.00000000E+001	     1.56250000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.55348000E-001	     4.41455329E-001	     1.74207507E+001	     4.39295799E+001
     2.00000000E+001	     1.56250000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.53700000E-002	     4.41455329E-001	     1.21824091E+001	     3.64857016E+001
     4.00000000E+001	     0.00000000E+000	     1.00000000E+000	     1.00000000E+000	     2.00000000E+000	     4.85578000E-001	     4.41455329E-001	     6.00574488E-001	     7.92913236E-001
     4.00000000E+001	     0.00000000E+000	     2.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.55278000E-001	     4.41455329E-001	    -5.70975298E-001	     3.97739887E-001
     4.00000000E+001	     5.00000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.36104000E-001	     4.41455329E-001	     4.03812423E-001	     6.91700786E-002
     4.00000000E+001	     5.00000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     5.26205000E-001	     4.41455329E-001	     3.19086834E-001	     7.60312269E-002
     4.00000000E+001	     5.00000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.20937000E-001	     4.41455329E-001	     7.44212447E-002	     1.39045183E-001
     4.00000000E+001	     5.00000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     7.26360000E-002	     4.41455329E-001	     3.83029548E-001	     1.94587283E-001
     4.00000000E+001	     2.50000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.30275000E-001	     4.41455329E-001	     3.42711055E-001	     2.49272400E-001
     4.00000000E+001	     2.50000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     5.28565000E-001	     4.41455329E-001	     4.16864584E-001	     2.74933825E-001
     4.00000000E+001	     2.50000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.19956000E-001	     4.41455329E-001	    -1.62445833E-001	     4.97646269E-001
     4.00000000E+001	     2.50000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     7.24060000E-002	     4.41455329E-001	     9.31065646E-001	     1.08441259E+000
     4.00000000E+001	     1.25000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.32289000E-001	     4.41455329E-001	     7.34865411E-001	     8.29867485E-001
     4.00000000E+001	     1.25000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     5.29796000E-001	     4.41455329E-001	     9.60846067E-001	     1.00704892E+000
     4.00000000E+001	     1.25000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.20377000E-001	     4.41455329E-001	     1.07994485E-001	     1.66420299E+000
     4.00000000E+001	     1.25000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     7.27880000E-002	     4.41455329E-001	    -3.68910874E+000	     2.35142494E+000
     4.00000000E+001	     6.25000000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.32971000E-001	     4.41455329E-001	    -1.58019045E+000	     2.93173394E+000
     4.00000000E+001	     6.25000000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     5.30890000E-001	     4.41455329E-001	     4.12762573E+000	     3.94730596E+000
     4.00000000E+001	     6.25000000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.20032000E-001	     4.41455329E-001	     6.10035877E-001	     5.75659691E+000
     4.00000000E+001	     6.25000000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     7.26050000E-002	     4.41455329E-001	     1.40637182E+000	     8.05579998E+000
     4.00000000E+001	     3.12500000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.29923000E-001	     4.41455329E-001	     4.96973330E+000	     1.15912129E+001
     4.00000000E+001	     3.12500000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     5.30073000E-001	     4.41455329E-001	     2.67055360E+000	     1.29858160E+001
     4.00000000E+001	     3.12500000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.20019000E-001	     4.41455329E-001	     2.61677771E+001	     2.00534048E+001
     4.00000000E+001	     3.12500000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     7.29030000E-002	     4.41455329E-001	    -1.81713622E+001	     2.32002524E+001
     4.00000000E+001	     1.56250000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.31136000E-001	     4.41455329E-001	    -3.67984186E+000	     3.89754180E+001
     4.00000000E+001	     1.56250000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     5.29793000E-001	     4.41455329E-001	     1.48373410E+001	     4.86674222E+001
     4.00000000E+001	     1.56250000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.21263000E-001	     4.41455329E-001	     6.89489707E+001	     6.55155298E+001
     4.00000000E+001	     1.56250000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     7.29140000E-002	     4.41455329E-001	    -1.03891486E+001	     1.10921424E+002
     8.00000000E+001	     0.00000000E+000	     1.00000000E+000	     1.00000000E+000	     2.00000000E+000	     9.47959000E-001	     4.41455329E-001	    -3.93509443E-001	     2.51998970E+000
     8.00000000E+001	     0.00000000E+000	     2.00000000E+000	     1.00000000E+000	     2.00000000E+000	     4.94846000E-001	     4.41455329E-001	    -6.94565114E-002	     1.31759504E+000
     8.00000000E+001	     5.00000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.16137900E+000	     4.41455329E-001	     3.22800744E-001	     9.07518999E-002
     8.00000000E+001	     5.00000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.01213600E+000	     4.41455329E-001	     3.16086467E-001	     1.11913926E-001
     8.00000000E+001	     5.00000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.63697000E-001	     4.41455329E-001	     3.04862263E-001	     1.63661234E-001
     8.00000000E+001	     5.00000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.50970000E-001	     4.41455329E-001	    -3.75037086E-001	     2.58762686E-001
     8.00000000E+001	     2.50000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.16657500E+000	     4.41455329E-001	     4.38136465E-001	     3.19099130E-001
     8.00000000E+001	     2.50000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.01171800E+000	     4.41455329E-001	     5.63977246E-001	     3.87175402E-001
     8.00000000E+001	     2.50000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.55077000E-001	     4.41455329E-001	     8.96531405E-001	     5.96965322E-001
     8.00000000E+001	     2.50000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.49898000E-001	     4.41455329E-001	     3.42464669E+000	     2.88298604E+000
     8.00000000E+001	     1.25000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.16417900E+000	     4.41455329E-001	    -8.75700202E-001	     1.15180090E+000
     8.00000000E+001	     1.25000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.01823400E+000	     4.41455329E-001	     1.58765831E+000	     2.00805664E+000
     8.00000000E+001	     1.25000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.53759000E-001	     4.41455329E-001	    -1.08740222E+000	     2.31153452E+000
     8.00000000E+001	     1.25000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.48715000E-001	     4.41455329E-001	    -2.40148397E+000	     3.86354023E+000
     8.00000000E+001	     6.25000000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.17185700E+000	     4.41455329E-001	    -3.98655131E+000	     4.05404174E+000
     8.00000000E+001	     6.25000000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.01948700E+000	     4.41455329E-001	     9.97066818E+000	     6.06264307E+000
     8.00000000E+001	     6.25000000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.54638000E-001	     4.41455329E-001	    -6.04225991E+000	     7.91717952E+000
     8.00000000E+001	     6.25000000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.48706000E-001	     4.41455329E-001	    -2.35844553E+001	     9.74181294E+000
     8.00000000E+001	     3.12500000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.16713600E+000	     4.41455329E-001	     2.22273919E+001	     1.61012119E+001
     8.00000000E+001	     3.12500000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.02247200E+000	     4.41455329E-001	     6.52491328E+000	     2.41531326E+001
     8.00000000E+001	     3.12500000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.53971000E-001	     4.41455329E-001	     9.22906454E+000	     2.76442319E+001
     8.00000000E+001	     3.12500000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.49284000E-001	     4.41455329E-001	    -1.23817074E+001	     2.96251022E+001
     8.00000000E+001	     1.56250000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.17918200E+000	     4.41455329E-001	     2.76513804E+001	     6.13238167E+001
     8.00000000E+001	     1.56250000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.01407300E+000	     4.41455329E-001	    -9.79433661E+001	     7.57987441E+001
     8.00000000E+001	     1.56250000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.53485000E-001	     4.41455329E-001	    -5.95879731E+000	     1.03201468E+002
     8.00000000E+001	     1.56250000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.48958000E-001	     4.41455329E-001	     5.93588431E+001	     1.45274551E+002
     1.60000000E+002	     0.00000000E+000	     1.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.83995700E+000	     4.41455329E-001	    -4.78332599E+000	     1.16690945E+001
     1.60000000E+002	     0.00000000E+000	     2.00000000E+000	     1.00000000E+000	     2.00000000E+000	     9.40803000E-001	     4.41455329E-001	    -2.37233216E-001	     3.27837048E+000
     1.60000000E+002	     5.00000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.14477100E+000	     4.41455329E-001	     2.94490341E-001	     1.09157928E-001
     1.60000000E+002	     5.00000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.91010500E+000	     4.41455329E-001	    -1.75452927E-002	     1.34001309E-001
     1.60000000E+002	     5.00000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.27093000E-001	     4.41455329E-001	     5.17732748E-001	     1.95716515E-001
     1.60000000E+002	     5.00000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.04913000E-001	     4.41455329E-001	    -8.41522908E-001	     3.15477543E-001
     1.60000000E+002	     2.50000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.12739400E+000	     4.41455329E-001	    -5.58655325E-001	     3.87786881E-001
     1.60000000E+002	     2.50000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.91116000E+000	     4.41455329E-001	     9.54587555E-001	     6.23218586E-001
     1.60000000E+002	     2.50000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.23613000E-001	     4.41455329E-001	     3.14384454E-001	     7.11465375E-001
     1.60000000E+002	     2.50000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.04283000E-001	     4.41455329E-001	    -3.43835378E+000	     1.60280596E+000
     1.60000000E+002	     1.25000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.10914900E+000	     4.41455329E-001	     1.09129453E+000	     1.45443392E+000
     1.60000000E+002	     1.25000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.88204700E+000	     4.41455329E-001	     1.73387065E+000	     3.59701135E+000
     1.60000000E+002	     1.25000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.25027000E-001	     4.41455329E-001	    -6.90240745E-001	     2.83910350E+000
     1.60000000E+002	     1.25000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.02313000E-001	     4.41455329E-001	    -6.21076837E+000	     8.06936630E+000
     1.60000000E+002	     6.25000000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.10472900E+000	     4.41455329E-001	    -1.43805483E+000	     5.54289688E+000
     1.60000000E+002	     6.25000000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.89606500E+000	     4.41455329E-001	     1.43281396E+001	     8.89516087E+000
     1.60000000E+002	     6.25000000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.20750000E-001	     4.41455329E-001	    -1.43519225E+001	     1.01883251E+001
     1.60000000E+002	     6.25000000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.96339000E-001	     4.41455329E-001	    -2.26242885E+001	     1.60220805E+001
     1.60000000E+002	     3.12500000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.09134800E+000	     4.41455329E-001	     1.08127739E+001	     2.00885856E+001
     1.60000000E+002	     3.12500000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.88395500E+000	     4.41455329E-001	    -1.36535581E+001	     3.69311483E+001
     1.60000000E+002	     3.12500000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.24106000E-001	     4.41455329E-001	     5.60302864E+001	     3.47806162E+001
     1.60000000E+002	     3.12500000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.04214000E-001	     4.41455329E-001	     1.85794891E+002	     1.90473228E+002
     1.60000000E+002	     1.56250000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     2.10438000E+000	     4.41455329E-001	    -8.88183852E+001	     8.04983699E+001
     1.60000000E+002	     1.56250000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.89550300E+000	     4.41455329E-001	    -8.19579777E+001	     1.02758386E+002
     1.60000000E+002	     1.56250000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.21187000E-001	     4.41455329E-001	     1.03054752E+002	     1.39840334E+002
     1.60000000E+002	     1.56250000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.03088000E-001	     4.41455329E-001	    -1.69977464E+002	     1.91570541E+002
     3.20000000E+002	     0.00000000E+000	     1.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.62192500E+000	     4.41455329E-001	     3.15913480E+001	     3.72059968E+001
     3.20000000E+002	     0.00000000E+000	     2.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.78452600E+000	     4.41455329E-001	    -2.11828350E+000	     6.08031557E+000
     3.20000000E+002	     5.00000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     4.01908200E+000	     4.41455329E-001	     2.35997187E-001	     1.29626564E-001
     3.20000000E+002	     5.00000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.61301000E+000	     4.41455329E-001	    -5.46603016E-002	     2.02522019E-001
     3.20000000E+002	     5.00000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.18248800E+000	     4.41455329E-001	     5.18596835E-001	     2.35920074E-001
     3.20000000E+002	     5.00000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.32182000E-001	     4.41455329E-001	    -1.38092449E+000	     4.72156869E-001
     3.20000000E+002	     2.50000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.94421300E+000	     4.41455329E-001	     1.58149111E-001	     4.91793943E-001
     3.20000000E+002	     2.50000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.58859400E+000	     4.41455329E-001	    -1.12794948E+000	     1.07050767E+000
     3.20000000E+002	     2.50000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.15759300E+000	     4.41455329E-001	    -5.16054109E-002	     8.33086933E-001
     3.20000000E+002	     2.50000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.28254000E-001	     4.41455329E-001	     7.15744396E+000	     1.22263196E+001
     3.20000000E+002	     1.25000000E-001	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.92299100E+000	     4.41455329E-001	     3.80896808E-001	     1.84323775E+000
     3.20000000E+002	     1.25000000E-001	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.55067000E+000	     4.41455329E-001	    -3.48744617E+000	     2.88205460E+000
     3.20000000E+002	     1.25000000E-001	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.17497800E+000	     4.41455329E-001	    -2.70109284E+000	     3.58554755E+000
     3.20000000E+002	     1.25000000E-001	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.18357000E-001	     4.41455329E-001	    -1.25053614E+001	     9.23887709E+000
     3.20000000E+002	     6.25000000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.92971900E+000	     4.41455329E-001	     1.06247855E+001	     6.91675436E+000
     3.20000000E+002	     6.25000000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.53677900E+000	     4.41455329E-001	    -9.70072216E+000	     1.32644953E+001
     3.20000000E+002	     6.25000000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.17937500E+000	     4.41455329E-001	     1.41624686E+001	     1.36243688E+001
     3.20000000E+002	     6.25000000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.71703000E-001	     4.41455329E-001	     2.12338594E+001	     6.97736821E+001
     3.20000000E+002	     3.12500000E-002	     3.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.90400600E+000	     4.41455329E-001	     1.54057970E+001	     2.75292674E+001
     3.20000000E+002	     3.12500000E-002	     4.00000000E+000	     1.00000000E+000	     2.00000000E+000	     3.51190400E+000	     4.41455329E-001	     1.77033876E+001	     5.96731291E+001
     3.20000000E+002	     3.12500000E-002	     5.00000000E+000	     1.00000000E+000	     2.00000000E+000	     1.17447000E+000	     4.41455329E-001	    -6.45507023E+001	     5.14904203E+001
     3.20000000E+002	     3.12500000E-002	     6.00000000E+000	     1.00000000E+000	     2.00000000E+000	     6.26076000E-001	     4.41455329E-001	    -2.90694657E+002	     6.44365973E+001
