    1.6487212707e+00	    1.2161865184e+02
    2.7182818285e+00	    6.6449805227e+01
    4.4816890703e+00	    3.6306738712e+01
    7.3890560989e+00	    1.9837218054e+01
    1.2182493961e+01	    1.0838627596e+01
    2.0085536923e+01	    5.9219920776e+00
    3.3115451959e+01	    3.2356485965e+00
    5.4598150033e+01	    1.7678885251e+00
    9.0017131301e+01	    9.6593611575e-01
    1.4841315910e+02	    5.2776663600e-01
    2.4469193226e+02	    2.8836029374e-01
    4.0342879349e+02	    1.5755383788e-01
    6.6514163304e+02	    8.6084014925e-02
    1.0966331584e+03	    4.7034446926e-02
    1.8080424145e+03	    2.5698606176e-02
    2.9809579870e+03	    1.4041163500e-02
    4.9147688403e+03	    7.6717885425e-03
    8.1030839276e+03	    4.1916996012e-03
    1.3359726830e+04	    2.2902541499e-03
    2.2026465795e+04	    1.2513454136e-03
    3.6315502674e+04	    6.8370811344e-04
    5.9874141715e+04	    3.7356334974e-04
    9.8715771011e+04	    2.0410694787e-04
    1.6275479142e+05	    1.1151962899e-04
