    1.6000000000e+01	    1.3528857564e-04
    3.2000000000e+01	    1.2815560011e-04
    6.4000000000e+01	    1.2139870467e-04
    1.2800000000e+02	    1.1499806082e-04
    2.5600000000e+02	    1.0893488549e-04
    5.1200000000e+02	    1.0319138594e-04
    1.0240000000e+03	    9.7750707544e-05
    2.0480000000e+03	    9.2596884305e-05
    4.0960000000e+03	    8.7714792029e-05
    8.1920000000e+03	    8.3090103933e-05
    1.6384000000e+04	    7.8709248598e-05
    3.2768000000e+04	    7.4559370150e-05
    6.5536000000e+04	    7.0628290526e-05
