    1.6000000000e+01	    9.4592195799e-04	    6.7569243904e-04
    3.2000000000e+01	    1.0493696276e-03	    7.0716947346e-04
    6.4000000000e+01	    8.0124776275e-04	    7.3635548521e-04
    1.2800000000e+02	    5.0908938513e-04	    7.5805850120e-04
    2.5600000000e+02	    6.9968679883e-05	    7.7283309246e-04
    5.1200000000e+02	    1.4295608881e-03	    7.7941765505e-04
    1.0240000000e+03	    2.3134222729e-04	    7.9005445996e-04
    2.0480000000e+03	    1.9966965791e-04	    7.9533229824e-04
    4.0960000000e+03	    1.5288738623e-03	    7.9778401202e-04
    8.1920000000e+03	    4.0475857674e-04	    8.0306425887e-04
    1.6384000000e+04	    1.6768397568e-03	    8.0597235470e-04
    3.2768000000e+04	    4.2314392120e-04	    8.0836004092e-04
    6.5536000000e+04	    6.2164944158e-04	    8.0579384024e-04
