 1.00000000e-06 2.49710491e-08
 1.05693455e-06 2.64262362e-08
 1.11711065e-06 2.79978380e-08
 1.18071285e-06 2.96276469e-08
 1.24793621e-06 3.11992478e-08
 1.31898690e-06 3.29454709e-08
 1.39408283e-06 3.49827311e-08
 1.47345431e-06 3.68453679e-08
 1.55734477e-06 3.89990417e-08
 1.64601150e-06 4.12691297e-08
 1.73972643e-06 4.35974243e-08
 1.83877698e-06 4.60421328e-08
 1.94346693e-06 4.85450477e-08
 2.05411735e-06 5.13098950e-08
 2.17106760e-06 5.41911558e-08
 2.29467637e-06 5.73634524e-08
 2.42532274e-06 6.06230583e-08
 2.56340741e-06 6.41154920e-08
 2.70935387e-06 6.76661308e-08
 2.86360972e-06 7.15660117e-08
 3.02664806e-06 7.56696156e-08
 3.19896892e-06 7.99478386e-08
 3.38110078e-06 8.44879913e-08
 3.57360225e-06 8.92900732e-08
 3.77706369e-06 9.44413948e-08
 3.99210913e-06 9.98109889e-08
 4.21939808e-06 1.05515270e-07
 4.45962763e-06 1.11510580e-07
 4.71353453e-06 1.17840576e-07
 4.98189752e-06 1.24548912e-07
 5.26553963e-06 1.31679241e-07
 5.56533078e-06 1.39129700e-07
 5.88219040e-06 1.47074910e-07
 6.21709029e-06 1.55427557e-07
 6.57105755e-06 1.64274952e-07
 6.94517777e-06 1.73646195e-07
 7.34059837e-06 1.83526734e-07
 7.75853206e-06 1.93952945e-07
 8.20026062e-06 2.05019412e-07
 8.66713880e-06 2.16675201e-07
 9.16059848e-06 2.29036723e-07
 9.68215306e-06 2.42053043e-07
 1.02334021e-05 2.55826019e-07
 1.08160363e-05 2.70384750e-07
 1.14318425e-05 2.85780163e-07
 1.20827094e-05 3.02063182e-07
 1.27706330e-05 3.19255628e-07
 1.34977233e-05 3.37430254e-07
 1.42662102e-05 3.56645258e-07
 1.50784505e-05 3.76944286e-07
 1.59369353e-05 3.98411001e-07
 1.68442976e-05 4.21089045e-07
 1.78033202e-05 4.45069356e-07
 1.88169442e-05 4.70406486e-07
 1.98882786e-05 4.97184093e-07
 2.10206088e-05 5.25493107e-07
 2.22174078e-05 5.55409905e-07
