    1.0000000000e+01	    5.0163841384e-01	    4.5006900657e-05
    1.4000000000e+01	    4.4043952487e-01	    4.8520268385e-05
    2.0000000000e+01	    3.8020930150e-01	    5.1885136075e-05
    2.8000000000e+01	    3.2843287468e-01	    5.4686194684e-05
    4.0000000000e+01	    2.7902743612e-01	    5.7343179089e-05
    5.6000000000e+01	    2.3772238988e-01	    5.9511630742e-05
    8.0000000000e+01	    1.9909816642e-01	    6.1510049420e-05
    1.1200000000e+02	    1.6755655485e-01	    6.3127795512e-05
    1.6000000000e+02	    1.3867888959e-01	    6.4587691403e-05
    2.2600000000e+02	    1.1458585566e-01	    6.5805159477e-05
    3.2000000000e+02	    9.3846106579e-02	    6.6843952080e-05
    4.5200000000e+02	    7.6484555225e-02	    6.7716687922e-05
    6.4000000000e+02	    6.1658985816e-02	    6.8462712750e-05
    9.0400000000e+02	    4.9445806066e-02	    6.9068254478e-05
    1.2800000000e+03	    3.9272761756e-02	    6.9562223735e-05
    1.8100000000e+03	    3.0787425392e-02	    7.0000097887e-05
    2.5600000000e+03	    2.3926000241e-02	    7.0348972496e-05
    3.6200000000e+03	    1.8485103308e-02	    7.0631569062e-05
    5.1200000000e+03	    1.4060379528e-02	    7.0866746252e-05
    7.2400000000e+03	    1.0694916420e-02	    7.1044299626e-05
    1.0240000000e+04	    7.9624751574e-03	    7.1202409824e-05
    1.4480000000e+04	    5.8822194859e-03	    7.1320802850e-05
    2.0480000000e+04	    4.2755556451e-03	    7.1432547349e-05
    2.8962000000e+04	    3.1021161290e-03	    7.1514726337e-05
    4.0960000000e+04	    2.2587876136e-03	    7.1581313250e-05
    5.7926000000e+04	    1.6793006246e-03	    7.1639204885e-05
    8.1920000000e+04	    1.1241083217e-03	    7.1679750924e-05
