    1.6487212707e+00	    1.1838131433e+00
    2.7182818285e+00	    9.3056921376e-01
    4.4816890703e+00	    7.3149978653e-01
    7.3890560989e+00	    5.7501573207e-01
    1.2182493961e+01	    4.5200709312e-01
    2.0085536923e+01	    3.5531273466e-01
    3.3115451959e+01	    2.7930344752e-01
    5.4598150033e+01	    2.1955423542e-01
    9.0017131301e+01	    1.7258670711e-01
    1.4841315910e+02	    1.3566657648e-01
    2.4469193226e+02	    1.0664448197e-01
    4.0342879349e+02	    8.3830858190e-02
    6.6514163304e+02	    6.5897575338e-02
    1.0966331584e+03	    5.1800620072e-02
    1.8080424145e+03	    4.0719316698e-02
    2.9809579870e+03	    3.2008550285e-02
    4.9147688403e+03	    2.5161210316e-02
    8.1030839276e+03	    1.9778668478e-02
    1.3359726830e+04	    1.5547571912e-02
    2.2026465795e+04	    1.2221600894e-02
    3.6315502674e+04	    9.6071289621e-03
    5.9874141715e+04	    7.5519506567e-03
    9.8715771011e+04	    5.9364206462e-03
    1.6275479142e+05	    4.6664883936e-03
