    1.6000000000e+01	    2.1650867074e-03
    3.2000000000e+01	    1.7873507935e-03
    6.4000000000e+01	    1.4755172844e-03
    1.2800000000e+02	    1.2180883935e-03
    2.5600000000e+02	    1.0055723169e-03
    5.1200000000e+02	    8.3013325627e-04
    1.0240000000e+03	    6.8530250047e-04
    2.0480000000e+03	    5.6573991416e-04
    4.0960000000e+03	    4.6703703876e-04
    8.1920000000e+03	    3.8555454568e-04
    1.6384000000e+04	    3.1828804860e-04
    3.2768000000e+04	    2.6275732713e-04
    6.5536000000e+04	    2.1691487714e-04
