0.001953125  0.00071482051  6.556384425425831e-06
0.00390625  0.0013876416  2.03291535116423e-05
0.0078125  0.0027308379  2.758318413929394e-05
0.015625  0.005501095  5.986579938395411e-05
0.03125  0.010856307  0.0001067701278267962
0.0625  0.021612879  0.0002150899361455133
0.125  0.042828327  0.001179573175051739
0.25  0.079728412  0.0008854816372610694
0.5  0.14082533  0.001781481294624848
1  0.23272716  0.003045272248322192
2  0.34789297  0.005271425153448544
4  0.47959707  0.007255826485134853
8  0.57099925  0.01277493071176076
16  0.63554778  0.01119362839192154
32  0.6868222899999999  0.01307611267689829
64  0.74905046  0.01353568364320067
128  0.78371228  0.01366667403826229
256  0.76895391  0.0143830715983296
512  0.81518183  0.01491976672203029
1024  0.81478164  0.0153591576134443
