0.001953125  0.00069653093
0.00390625  0.0013916052
0.0078125  0.0027774027
0.015625  0.0055317264
0.03125  0.010972328
0.0625  0.021589411
0.125  0.041827492
0.25  0.078745707
0.5  0.1410516
1  0.23383427
2  0.34989395
4  0.46874937
8  0.5703191
16  0.64697815
32  0.70141136
64  0.73940059
128  0.76597888
256  0.78470178
512  0.79796221
1024  0.80737957
